;title;tconst;primaryTitle;startYear;runtimeMinutes;genres;averageRating;numVotes;Action;Adult;Adventure;Animation;Biography;Comedy;Crime;Documentary;Drama;Family;Fantasy;Film-Noir;Game-Show;History;Horror;Music;Musical;Mystery;News;Reality-TV;Romance;Sci-Fi;Short;Sport;Talk-Show;Thriller;War;Western;decade
85996;Crawlspace;tt1890375;Crawlspace;2012;86;Action,Horror,Mystery;4.8;3043;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2010
85997;Bienvenue à bord;tt1890377;Bienvenue à bord;2011;95;Comedy;5.5;1737;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86005;Mon père va me tuer;tt1891788;It Was the Son;2012;93;Comedy,Drama;6.7;1239;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86006;Le jour des corneilles;tt1891845;The Day of the Crows;2012;96;Animation,Drama,Fantasy;7.3;1293;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86007;Pop et le nouveau monde;tt1891905;Sea Level;2011;93;Adventure,Animation,Comedy;4.4;1102;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86008;Nicostratos le pélican;tt1891942;Nicostratos the Pelican;2011;92;Comedy,Drama;6.9;1580;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86009;Un été grec;tt1891942;Nicostratos the Pelican;2011;92;Comedy,Drama;6.9;1580;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86013;A.C.A.B. - All Cops Are Bastards;tt1893195;A.C.A.B. - All Cops Are Bastards;2012;112;Action,Crime,Drama;6.6;7678;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86014;Le plus beau des cadeaux;tt1893218;Dear Santa;2011;90;Drama;6.4;2796;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86016;Crazy Joe;tt1893256;Redemption;2013;100;Action,Crime,Drama;6.2;71255;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86019;Sa dernière lettre;tt1893273;The Last Letter from Your Lover;2021;110;Drama,Romance;6.7;15771;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2020
86027;How I Live Now - Maintenant c'est ma vie;tt1894476;How I Live Now;2013;101;Action,Adventure,Drama;6.4;30058;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86030;Rodeo Princess;tt1894561;Cowgirls 'n Angels;2012;92;Adventure,Drama,Family;6.1;1663;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86033;Woody Allen, a Documentary;tt1895299;Woody Allen: A Documentary;2011;192;Biography,Documentary,Music;7.7;5162;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2010
86034;Brimstone;tt1895315;Brimstone;2016;148;Drama,Mystery,Thriller;7.0;40324;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2010
86035;Les enquêtes d'Erica: La mer donne, la mer reprend;tt1895318;Fjällbackamorden: Havet ger, havet tar;2013;89;Crime;5.8;901;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86039;Spotlight;tt1895587;Spotlight;2015;129;Biography,Crime,Drama;8.1;456775;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86042;Hanezu, l'esprit des montagnes;tt1896753;Hanezu;2011;91;Drama;6.6;976;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86043;I'm Not a Fucking Princess;tt1896788;My Little Princess;2011;105;Drama;6.4;1663;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86044;My Little Princess;tt1896788;My Little Princess;2011;105;Drama;6.4;1663;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86048;The Chase;tt1899142;Combustion;2013;99;Action,Adventure,Crime;5.6;3205;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86051;Quelques heures de printemps;tt1899270;A Few Hours of Spring;2012;108;Drama;6.9;783;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86052;Le commando;tt1899353;The Raid: Redemption;2011;101;Action,Crime,Thriller;7.6;201006;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86053;The Raid;tt1899353;The Raid: Redemption;2011;101;Action,Crime,Thriller;7.6;201006;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86058;Clip;tt1900908;Klip;2012;102;Drama;5.6;6746;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86061;La Vidéo de la honte;tt1900942;Betrayed at 17;2011;88;Drama;5.5;851;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86062;Dark Crimes;tt1901024;Dark Crimes;2016;92;Crime,Drama,Thriller;4.7;21335;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86063;Dark Murders;tt1901024;Dark Crimes;2016;92;Crime,Drama,Thriller;4.7;21335;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86064;Wrong;tt1901040;Wrong;2012;94;Comedy,Mystery;6.2;9824;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2010
86068;Parker;tt1904996;Parker;2013;118;Action,Crime,Thriller;6.2;121431;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86071;Yamada, la voie du samouraï;tt1905010;Yamada: Samurai of Ayothaya;2010;100;Action,Drama,History;5.9;1349;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86072;Fast & Furious 6;tt1905041;Fast & Furious 6;2013;130;Action,Crime,Thriller;7.1;388099;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86073;Bang-ja jeon;tt1905059;The Servant;2010;124;Comedy,Drama,Romance;6.4;950;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86076;Cherchez Hortense;tt1906347;Looking for Hortense;2012;100;Comedy,Drama;6.1;869;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86081;Michael;tt1906426;Michael;2011;96;Drama,Thriller;6.9;4825;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86086;Flight;tt1907668;Flight;2012;138;Drama,Thriller;7.3;346220;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86092;17 Miracles;tt1909270;17 Miracles;2011;113;Adventure,History;6.2;1515;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86098;K-On! Le Film;tt1909796;K-On! The Movie;2011;110;Adventure,Animation,Comedy;7.6;1808;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86103;Mademoiselle Noël;tt1910501;Annie Claus Is Coming to Town;2011;87;Comedy,Family,Fantasy;6.1;1701;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86106;Le rêve du chanteur masqué;tt1910605;Rags;2012;88;Comedy,Drama,Family;6.9;2724;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86114;Miss Bala;tt1911600;Miss Bala;2011;113;Action,Crime,Drama;6.5;9115;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86115;Conquest;tt1911607;Nova Zembla;2011;108;Drama,History;5.8;4391;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86116;The Call;tt1911644;The Call;2013;96;Crime,Drama,Horror;6.7;119352;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86117;Les Pingouins de Madagascar;tt1911658;Penguins of Madagascar;2014;92;Adventure,Animation,Comedy;6.7;88079;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86118;Run Out;tt1911662;Vehicle 19;2013;85;Action,Thriller;4.9;15236;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86122;God Bless America;tt1912398;God Bless America;2011;105;Comedy,Crime,Drama;7.2;69598;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86124;Soleil trompeur 3: La Citadelle;tt1912518;Utomlennye solntsem 2;2011;157;Drama,History,War;4.2;1993;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2010
86125;Bonsái;tt1913002;Bonsái;2011;95;Drama;6.2;859;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86140;Magic Mike;tt1915581;Magic Mike;2012;110;Comedy,Drama;6.1;136804;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86146;2067;tt1918734;2067;2020;114;Sci-Fi;4.9;8923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2020
86151;Un plus une;tt1918911;Un + une;2015;115;Comedy,Drama,Romance;6.2;2282;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86152;Un + Une;tt1918911;Un + une;2015;115;Comedy,Drama,Romance;6.2;2282;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86154;Piégés;tt1919090;Stash House;2012;99;Thriller;4.7;2746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86164;Another World;tt1920846;Another World;2014;99;Action,Horror,Sci-Fi;4.5;6479;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2010
86165;Bachelorette;tt1920849;Bachelorette;2012;87;Comedy,Romance;5.3;46877;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86167;Born to Dance;tt1920862;Body Language;2011;97;Drama,Music;4.2;697;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2010
86170;Big Fish & Begonia;tt1920885;Big Fish & Begonia;2016;100;Adventure,Animation,Drama;7.0;6054;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86179;Pompéi;tt1921064;Pompeii;2014;105;Action,Adventure,Drama;5.5;110384;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86181;Pusher;tt1921070;Pusher;2012;89;Crime,Thriller;5.5;4811;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86184;Favelas;tt1921149;Trash;2014;114;Adventure,Crime,Drama;7.1;21558;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86185;Zéro;tt1921179;Zero;2012;120;Drama;6.8;656;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86197;La fée;tt1922645;The Fairy;2011;93;Comedy,Drama;6.2;2421;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86199;Phantom;tt1922685;Phantom;2013;98;Drama,History,Thriller;5.9;14289;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86200;Beauty;tt1922721;Beauty;2011;99;Drama;6.2;1813;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86202;Sinister;tt1922777;Sinister;2012;110;Horror,Mystery,Thriller;6.8;241959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;2010
86203;Cry Macho;tt1924245;Cry Macho;2021;104;Drama;5.7;23278;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020
86204;5 fantômes en terminale;tt1924273;Ghost Graduation;2012;88;Adventure,Comedy,Fantasy;6.3;3374;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86205;Ghost Graduation;tt1924273;Ghost Graduation;2012;88;Adventure,Comedy,Fantasy;6.3;3374;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86206;Groupe d'élite;tt1924277;Unit 7;2012;96;Action,Adventure,Crime;6.5;5858;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86207;La part des anges;tt1924394;The Angels' Share;2012;101;Comedy,Crime,Drama;7.0;25254;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86208;The Best Offer;tt1924396;The Best Offer;2013;131;Crime,Drama,Mystery;7.8;116548;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2010
86209;Trance;tt1924429;Trance;2013;101;Crime,Drama,Mystery;6.9;113278;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2010
86210;Cops: Les forces du désordre;tt1924435;Let's Be Cops;2014;104;Action,Comedy,Crime;6.4;132667;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86212;Elena;tt1925421;Elena;2011;109;Crime,Drama,Thriller;7.3;14149;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86213;Fire with Fire - Vengeance par le feu;tt1925431;Fire with Fire;2012;97;Action,Thriller;5.6;26469;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86214;Témoin gênant;tt1925431;Fire with Fire;2012;97;Action,Thriller;5.6;26469;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86217;A Day to Kill;tt1925466;Mall;2014;88;Drama;4.9;1446;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86221;L'Honneur du Dragon 2;tt1925518;The Protector 2;2013;104;Action;5.3;7027;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86224;Au revoir;tt1926992;Goodbye;2011;105;Drama;6.9;735;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86234;Les lignes de Wellington;tt1928329;Lines of Wellington;2012;151;Drama,History,War;6.1;1465;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2010
86235;Débâcle;tt1928329;Lines of Wellington;2012;151;Drama,History,War;6.1;1465;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2010
86236;Bad Ass;tt1928330;Bad Ass;2012;90;Action,Comedy,Crime;5.4;19079;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86237;After the Dark;tt1928340;After the Dark;2013;107;Drama,Fantasy,Sci-Fi;5.7;22219;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2010
86240;Et si le ciel existait?;tt1929263;Heaven Is for Real;2014;99;Biography,Drama,Family;5.9;26955;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86242;Au-delà des apparences;tt1929297;Last Moment of Clarity;2020;90;Thriller;5.1;2339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2020
86249;Le mur de l'humiliation;tt1930315;Cyberbully;2011;87;Drama;5.5;12643;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86254;Red Line;tt1930458;Red Line;2013;87;Thriller;4.9;1221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86255;Ride;tt1930463;Ride;2014;93;Comedy,Drama;5.7;4189;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86258;Arthur Newman;tt1930546;Arthur Newman;2012;93;Comedy,Drama;5.6;7354;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86261;Ginger Baker, batteur inconditionnel;tt1931388;Beware of Mr. Baker;2012;100;Biography,Documentary,Music;7.6;3444;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2010
86264;Un grand mariage;tt1931435;The Big Wedding;2013;90;Comedy,Drama,Romance;5.6;49442;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86265;La guerre est déclarée;tt1931470;Declaration of War;2011;100;Drama;7.0;5137;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86266;La guerre est dÃ©clarÃ©e;tt1931470;Declaration of War;2011;100;Drama;7.0;5137;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86269;7 psychopathes;tt1931533;Seven Psychopaths;2012;110;Comedy,Crime;7.2;253097;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86272;Very Good Girls;tt1931602;Very Good Girls;2013;91;Drama,Romance;5.9;15229;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86277;Sex Therapy;tt1932718;Thanks for Sharing;2012;112;Comedy,Drama,Romance;6.4;28094;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86280;Ce que le jour doit à la nuit;tt1934205;What the Day Owes the Night;2012;162;Drama,Romance;7.8;3362;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86282;Diaz: Un crime d'état;tt1934234;Diaz - Don't Clean Up This Blood;2012;127;Drama;7.3;3858;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86285;Secteur 7;tt1934381;Sector 7;2011;101;Action,Sci-Fi;4.7;2458;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2010
86287;Scary;tt1934458;Under the Bed;2012;87;Drama,Horror;4.5;2781;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86291;Amour aveugle;tt1935089;Blind;2016;98;Drama,Romance;5.7;4093;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86292;The Cat, les griffes de l'enfer;tt1935094;The Cat;2011;106;Drama,Horror,Mystery;5.7;1266;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2010
86293;Jodorowsky's Dune;tt1935156;Jodorowsky's Dune;2013;90;Documentary;8.0;24807;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86294;Mud - Sur les rives du Mississippi;tt1935179;Mud;2012;130;Drama;7.4;177331;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86295;Overdrive;tt1935194;Overdrive;2017;93;Action,Adventure,Crime;5.3;14507;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86296;Monsters: Dark Continent;tt1935302;Monsters: Dark Continent;2014;119;Action,Drama,Horror;4.3;10664;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86297;Cupcakes;tt1935742;Cupcakes;2013;92;Comedy,Music;5.9;633;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2010
86298;Bananas;tt1935742;Cupcakes;2013;92;Comedy,Music;5.9;633;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2010
86299;Voleurs de stars;tt1935749;The Bling Ring;2011;87;Drama;5.2;1600;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86300;L'amour du risque;tt1935749;The Bling Ring;2011;87;Drama;5.2;1600;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86302;Miss Peregrine et les Enfants particuliers;tt1935859;Miss Peregrine's Home for Peculiar Children;2016;127;Adventure,Drama,Family;6.7;167812;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86304;ABC of Death;tt1935896;The ABCs of Death;2012;129;Comedy,Horror;4.7;19090;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86305;Amityville: The Awakening;tt1935897;Amityville: The Awakening;2017;87;Horror,Thriller;4.8;13930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86306;The Brass Teapot;tt1935902;The Brass Teapot;2012;101;Comedy,Fantasy,Thriller;6.4;15746;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2010
86307;Les Derniers Jours;tt1935914;The Last Days;2013;100;Action,Adventure,Fantasy;6.1;8437;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86309;Noël en cavale;tt1935940;Get Santa;2014;102;Comedy,Family;6.3;3899;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86313;Casse-tête chinois;tt1937118;Chinese Puzzle;2013;117;Comedy,Drama,Romance;7.0;14303;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86314;De l'autre côté du périph;tt1937133;On the Other Side of the Tracks;2012;96;Action,Comedy,Crime;5.7;5031;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86315;The Body;tt1937149;The Body;2012;112;Mystery,Thriller;7.6;64157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2010
86318;Now Is Good;tt1937264;Now Is Good;2012;103;Drama,Romance;7.1;34090;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86319;Petit mensonge et grand mariage;tt1937269;One Small Hitch;2013;105;Comedy,Romance;6.5;4991;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86321;Sunny;tt1937339;Sunny;2011;124;Comedy,Drama;7.8;5754;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86325;Nymphomaniac - Volume 1;tt1937390;Nymphomaniac: Vol. I;2013;117;Drama;6.9;122278;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86327;Gladiators;tt1937506;The Philly Kid;2012;90;Action,Drama,Sport;5.6;2207;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2010
86329;Carrie, la vengeance;tt1939659;Carrie;2013;100;Drama,Horror;5.9;138704;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86335;Masks;tt1941600;Masks;2011;112;Horror,Mystery,Thriller;5.7;768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;2010
86338;Toutes nos envies;tt1942120;All Our Desires;2011;120;Drama;6.9;907;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
86342;Un noël câlin;tt1942787;3 Holiday Tails;2011;88;Comedy,Family,Romance;5.6;772;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86346;Mon amour de colo;tt1942900;Kiss at Pine Lake;2012;90;Romance;6.0;1170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2010
86349;Showrunners, les coulisses des séries TV américaines;tt1942971;Showrunners: The Art of Running a TV Show;2014;90;Biography,Documentary;6.7;1431;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2010
